,file path,scan results,concluded results
1677,linux-master/tools/testing/selftests/net/forwarding/bridge_mdb_port_down.sh,GPL-2.0-only,
1678,linux-master/tools/testing/selftests/net/forwarding/bridge_mdb_max.sh,GPL-2.0-only,
1679,linux-master/tools/testing/selftests/net/forwarding/bridge_mdb_host.sh,GPL-2.0-only,
1680,linux-master/tools/testing/selftests/net/forwarding/bridge_locked_port.sh,GPL-2.0-only,
1681,linux-master/tools/testing/selftests/net/forwarding/bridge_igmp.sh,GPL-2.0-only,
1682,linux-master/tools/testing/selftests/net/forwarding,,
1683,linux-master/tools/testing/selftests/net/af_unix/unix_connect.c,GPL-2.0-only,
1684,linux-master/tools/testing/selftests/net/af_unix/test_unix_oob.c,GPL-2.0-or-later,
1685,linux-master/tools/testing/selftests/net/af_unix/Makefile,No_license_found,
1686,linux-master/tools/testing/selftests/net/af_unix/diag_uid.c,GPL-2.0-only,
1687,linux-master/tools/testing/selftests/net/af_unix,,
1688,linux-master/tools/testing/selftests/net,,
1689,linux-master/tools/testing/selftests/nci/nci_dev.c,GPL-2.0-only,
1690,linux-master/tools/testing/selftests/nci/Makefile,GPL-2.0-only,
1691,linux-master/tools/testing/selftests/nci/.gitignore,No_license_found,
1692,linux-master/tools/testing/selftests/nci/config,No_license_found,
1693,linux-master/tools/testing/selftests/nci,,
1694,linux-master/tools/testing/selftests/mqueue/mq_perf_tests.c,GPL-3.0-only,
1695,linux-master/tools/testing/selftests/mqueue/mq_open_tests.c,GPL-3.0-only,
1696,linux-master/tools/testing/selftests/mqueue/Makefile,GPL-2.0-only,
1697,linux-master/tools/testing/selftests/mqueue/.gitignore,GPL-2.0-only,
1698,linux-master/tools/testing/selftests/mqueue,,
1699,linux-master/tools/testing/selftests/move_mount_set_group/move_mount_set_group_test.c,GPL-2.0-only,
1700,linux-master/tools/testing/selftests/move_mount_set_group/Makefile,GPL-2.0-only,
1701,linux-master/tools/testing/selftests/move_mount_set_group/.gitignore,No_license_found,
1702,linux-master/tools/testing/selftests/move_mount_set_group/config,No_license_found,
1703,linux-master/tools/testing/selftests/move_mount_set_group,,
1704,linux-master/tools/testing/selftests/mount_setattr/mount_setattr_test.c,GPL-2.0-only,
1705,linux-master/tools/testing/selftests/mount_setattr/Makefile,GPL-2.0-only,
1706,linux-master/tools/testing/selftests/mount_setattr/.gitignore,No_license_found,
1707,linux-master/tools/testing/selftests/mount_setattr/config,No_license_found,
1708,linux-master/tools/testing/selftests/mount_setattr,,
1709,linux-master/tools/testing/selftests/mount/unprivileged-remount-test.c,GPL-2.0-only,
1710,linux-master/tools/testing/selftests/mount/run_unprivileged_remount.sh,GPL-2.0-only,
1711,linux-master/tools/testing/selftests/mount/run_nosymfollow.sh,GPL-2.0-only,
1712,linux-master/tools/testing/selftests/mount/nosymfollow-test.c,GPL-2.0-only,
1713,linux-master/tools/testing/selftests/mount/Makefile,GPL-2.0-only,
1714,linux-master/tools/testing/selftests/mount/.gitignore,GPL-2.0-only,
1715,linux-master/tools/testing/selftests/mount/config,No_license_found,
1716,linux-master/tools/testing/selftests/mount,,
1717,linux-master/tools/testing/selftests/mm/write_to_hugetlbfs.c,GPL-2.0-only,
1718,linux-master/tools/testing/selftests/mm/write_hugetlb_memory.sh,GPL-2.0-only,
1719,linux-master/tools/testing/selftests/mm/vm_util.h,GPL-2.0-only,
1720,linux-master/tools/testing/selftests/mm/vm_util.c,GPL-2.0-only,
1721,linux-master/tools/testing/selftests/mm/virtual_address_range.c,GPL-2.0-only,
1722,linux-master/tools/testing/selftests/mm/va_high_addr_switch.sh,GPL-2.0-only,
1723,linux-master/tools/testing/selftests/mm/va_high_addr_switch.c,GPL-2.0-only,
1724,linux-master/tools/testing/selftests/mm/uffd-unit-tests.c,GPL-2.0-only,
1725,linux-master/tools/testing/selftests/mm/uffd-stress.c,GPL-2.0-only,
1726,linux-master/tools/testing/selftests/mm/uffd-common.h,GPL-2.0-only,
1727,linux-master/tools/testing/selftests/mm/uffd-common.c,GPL-2.0-only,
1728,linux-master/tools/testing/selftests/mm/transhuge-stress.c,Unlicense,
1729,linux-master/tools/testing/selftests/mm/thuge-gen.c,GPL-2.0-only,
1730,linux-master/tools/testing/selftests/mm/test_vmalloc.sh,GPL-2.0-only,
1731,linux-master/tools/testing/selftests/mm/test_hmm.sh,GPL-2.0-only,
1732,linux-master/tools/testing/selftests/mm/split_huge_page_test.c,GPL-2.0-only,
1733,linux-master/tools/testing/selftests/mm/soft-dirty.c,GPL-2.0-only,
1734,linux-master/tools/testing/selftests/mm/settings,No_license_found,
1735,linux-master/tools/testing/selftests/mm/run_vmtests.sh,GPL-2.0-only,
1736,linux-master/tools/testing/selftests/mm/protection_keys.c,GPL-2.0-only,
1737,linux-master/tools/testing/selftests/mm/pkey-x86.h,GPL-2.0-only,
1738,linux-master/tools/testing/selftests/mm/pkey-powerpc.h,GPL-2.0-only,
1739,linux-master/tools/testing/selftests/mm/pkey-helpers.h,GPL-2.0-only,
1740,linux-master/tools/testing/selftests/mm/on-fault-limit.c,GPL-2.0-only,
1741,linux-master/tools/testing/selftests/mm/mremap_test.c,GPL-2.0-only,
1742,linux-master/tools/testing/selftests/mm/mremap_dontunmap.c,GPL-2.0-only,
1743,linux-master/tools/testing/selftests/mm/mrelease_test.c,GPL-2.0-only,
1744,linux-master/tools/testing/selftests/mm/mlock-random-test.c,GPL-2.0-only,
1745,linux-master/tools/testing/selftests/mm/mlock2-tests.c,GPL-2.0-only,
1746,linux-master/tools/testing/selftests/mm/mlock2.h,GPL-2.0-only,
1747,linux-master/tools/testing/selftests/mm/mkdirty.c,GPL-2.0-only,
1748,linux-master/tools/testing/selftests/mm/migration.c,GPL-2.0-only,
1749,linux-master/tools/testing/selftests/mm/memfd_secret.c,GPL-2.0-only,
1750,linux-master/tools/testing/selftests/mm/mdwe_test.c,GPL-2.0-only,
1751,linux-master/tools/testing/selftests/mm/map_populate.c,GPL-2.0-only,
1752,linux-master/tools/testing/selftests/mm/map_hugetlb.c,GPL-2.0-only,
1753,linux-master/tools/testing/selftests/mm/map_fixed_noreplace.c,GPL-2.0-only,
1754,linux-master/tools/testing/selftests/mm/Makefile,GPL-2.0-only,
1755,linux-master/tools/testing/selftests/mm/madv_populate.c,GPL-2.0-only,
1756,linux-master/tools/testing/selftests/mm/ksm_tests.c,GPL-2.0-only,
1757,linux-master/tools/testing/selftests/mm/ksm_functional_tests.c,GPL-2.0-only,
1758,linux-master/tools/testing/selftests/mm/khugepaged.c,No_license_found,
1759,linux-master/tools/testing/selftests/mm/hugetlb_reparenting_test.sh,GPL-2.0-only,
1760,linux-master/tools/testing/selftests/mm/hugetlb-madvise.c,GPL-2.0-only,
1761,linux-master/tools/testing/selftests/mm/hugepage-vmemmap.c,GPL-2.0-only,
1762,linux-master/tools/testing/selftests/mm/hugepage-shm.c,GPL-2.0-only,
1763,linux-master/tools/testing/selftests/mm/hugepage-mremap.c,GPL-2.0-only,
1764,linux-master/tools/testing/selftests/mm/hugepage-mmap.c,GPL-2.0-only,
1765,linux-master/tools/testing/selftests/mm/hmm-tests.c,GPL-2.0-only,
1766,linux-master/tools/testing/selftests/mm/gup_test.c,No_license_found,
1767,linux-master/tools/testing/selftests/mm/.gitignore,GPL-2.0-only,
1768,linux-master/tools/testing/selftests/mm/cow.c,GPL-2.0-only,
1769,linux-master/tools/testing/selftests/mm/config,No_license_found,
1770,linux-master/tools/testing/selftests/mm/compaction_test.c,GPL-2.0-only,
1771,linux-master/tools/testing/selftests/mm/check_config.sh,GPL-2.0-only,
1772,linux-master/tools/testing/selftests/mm/charge_reserved_hugetlb.sh,GPL-2.0-only,
1773,linux-master/tools/testing/selftests/mm,,
1774,linux-master/tools/testing/selftests/mincore/mincore_selftest.c,GPL-2.0-or-later,
1775,linux-master/tools/testing/selftests/mincore/Makefile,GPL-2.0-or-later,
1776,linux-master/tools/testing/selftests/mincore/.gitignore,GPL-2.0-or-later,
1777,linux-master/tools/testing/selftests/mincore,,
1778,linux-master/tools/testing/selftests/memory-hotplug/mem-on-off-test.sh,GPL-2.0-only,
1779,linux-master/tools/testing/selftests/memory-hotplug/Makefile,GPL-2.0-only,
1780,linux-master/tools/testing/selftests/memory-hotplug/config,No_license_found,
1781,linux-master/tools/testing/selftests/memory-hotplug,,
1782,linux-master/tools/testing/selftests/memfd/run_hugetlbfs_test.sh,No_license_found,
1783,linux-master/tools/testing/selftests/memfd/run_fuse_test.sh,GPL-2.0-only,
1784,linux-master/tools/testing/selftests/memfd/memfd_test.c,GPL-2.0-only,
1785,linux-master/tools/testing/selftests/memfd/Makefile,GPL-2.0-only,
1786,linux-master/tools/testing/selftests/memfd/.gitignore,GPL-2.0-only,
1787,linux-master/tools/testing/selftests/memfd/fuse_test.c,GPL-2.0-only,
1788,linux-master/tools/testing/selftests/memfd/fuse_mnt.c,GPL-2.0-only,
1789,linux-master/tools/testing/selftests/memfd/config,No_license_found,
1790,linux-master/tools/testing/selftests/memfd/common.h,No_license_found,
1791,linux-master/tools/testing/selftests/memfd/common.c,GPL-2.0-only,
1792,linux-master/tools/testing/selftests/memfd,,
1793,linux-master/tools/testing/selftests/membarrier/membarrier_test_single_thread.c,GPL-2.0-only,
1794,linux-master/tools/testing/selftests/membarrier/membarrier_test_multi_thread.c,GPL-2.0-only,
1795,linux-master/tools/testing/selftests/membarrier/membarrier_test_impl.h,GPL-2.0-only,
1796,linux-master/tools/testing/selftests/membarrier/Makefile,GPL-2.0-only,
1797,linux-master/tools/testing/selftests/membarrier/.gitignore,GPL-2.0-only,
1798,linux-master/tools/testing/selftests/membarrier,,
1799,linux-master/tools/testing/selftests/media_tests/video_device_test.c,GPL-2.0-only,
1800,linux-master/tools/testing/selftests/media_tests/regression_test.txt,No_license_found,
1801,linux-master/tools/testing/selftests/media_tests/open_loop_test.sh,GPL-2.0-only,
1802,linux-master/tools/testing/selftests/media_tests/media_device_test.c,GPL-2.0-only,
1803,linux-master/tools/testing/selftests/media_tests/media_device_open.c,GPL-2.0-only,
1804,linux-master/tools/testing/selftests/media_tests/media_dev_allocator.sh,GPL-2.0-only,
1805,linux-master/tools/testing/selftests/media_tests/Makefile,GPL-2.0-only,
1806,linux-master/tools/testing/selftests/media_tests/.gitignore,GPL-2.0-only,
1807,linux-master/tools/testing/selftests/media_tests/bind_unbind_sample.sh,GPL-2.0-only,
1808,linux-master/tools/testing/selftests/media_tests,,
1809,linux-master/tools/testing/selftests/locking/ww_mutex.sh,GPL-2.0-only,
1810,linux-master/tools/testing/selftests/locking/Makefile,GPL-2.0-only,
1811,linux-master/tools/testing/selftests/locking,,
1812,linux-master/tools/testing/selftests/lkdtm/tests.txt,No_license_found,
1813,linux-master/tools/testing/selftests/lkdtm/stack-entropy.sh,GPL-2.0-only,
1814,linux-master/tools/testing/selftests/lkdtm/run.sh,GPL-2.0-only,
1815,linux-master/tools/testing/selftests/lkdtm/Makefile,GPL-2.0-only,
1816,linux-master/tools/testing/selftests/lkdtm/.gitignore,No_license_found,
1817,linux-master/tools/testing/selftests/lkdtm/config,No_license_found,
1818,linux-master/tools/testing/selftests/lkdtm,,
1819,linux-master/tools/testing/selftests/livepatch/test-sysfs.sh,GPL-2.0-only,
1820,linux-master/tools/testing/selftests/livepatch/test-state.sh,GPL-2.0-only,
1821,linux-master/tools/testing/selftests/livepatch/test-shadow-vars.sh,GPL-2.0-only,
1822,linux-master/tools/testing/selftests/livepatch/test-livepatch.sh,GPL-2.0-only,
1823,linux-master/tools/testing/selftests/livepatch/test-ftrace.sh,GPL-2.0-only,
1824,linux-master/tools/testing/selftests/livepatch/test-callbacks.sh,GPL-2.0-only,
1825,linux-master/tools/testing/selftests/livepatch/settings,No_license_found,
1826,linux-master/tools/testing/selftests/livepatch/README,No_license_found,
1827,linux-master/tools/testing/selftests/livepatch/Makefile,GPL-2.0-only,
1828,linux-master/tools/testing/selftests/livepatch/functions.sh,GPL-2.0-only,
1829,linux-master/tools/testing/selftests/livepatch/config,No_license_found,
1830,linux-master/tools/testing/selftests/livepatch,,
1831,linux-master/tools/testing/selftests/lib/strscpy.sh,GPL-2.0-or-later,
1832,linux-master/tools/testing/selftests/lib/scanf.sh,GPL-2.0-only,
1833,linux-master/tools/testing/selftests/lib/printf.sh,GPL-2.0-only,
1834,linux-master/tools/testing/selftests/lib/prime_numbers.sh,GPL-2.0-only,
1835,linux-master/tools/testing/selftests/lib/Makefile,GPL-2.0-only,
1836,linux-master/tools/testing/selftests/lib/config,No_license_found,
1837,linux-master/tools/testing/selftests/lib/bitmap.sh,GPL-2.0-only,
1838,linux-master/tools/testing/selftests/lib,,
1839,linux-master/tools/testing/selftests/landlock/true.c,GPL-2.0-only,
1840,linux-master/tools/testing/selftests/landlock/ptrace_test.c,GPL-2.0-only,
1841,linux-master/tools/testing/selftests/landlock/Makefile,GPL-2.0-only,
1842,linux-master/tools/testing/selftests/landlock/.gitignore,No_license_found,
1843,linux-master/tools/testing/selftests/landlock/fs_test.c,GPL-2.0-only,
1844,linux-master/tools/testing/selftests/landlock/config,No_license_found,
1845,linux-master/tools/testing/selftests/landlock/common.h,GPL-2.0-only,
1846,linux-master/tools/testing/selftests/landlock/base_test.c,GPL-2.0-only,
1847,linux-master/tools/testing/selftests/landlock,,
1848,linux-master/tools/testing/selftests/kvm/system_counter_offset_test.c,GPL-2.0-only,
1849,linux-master/tools/testing/selftests/kvm/steal_time.c,GPL-2.0-only,
1850,linux-master/tools/testing/selftests/kvm/settings,No_license_found,
1851,linux-master/tools/testing/selftests/kvm/set_memory_region_test.c,GPL-2.0-only,
1852,linux-master/tools/testing/selftests/kvm/rseq_test.c,GPL-2.0-only,
1853,linux-master/tools/testing/selftests/kvm/memslot_perf_test.c,GPL-2.0-only,
1854,linux-master/tools/testing/selftests/kvm/memslot_modification_stress_test.c,GPL-2.0-only,
1855,linux-master/tools/testing/selftests/kvm/max_guest_memory_test.c,GPL-2.0-only,
1856,linux-master/tools/testing/selftests/kvm/Makefile,GPL-2.0-only,
1857,linux-master/tools/testing/selftests/kvm/kvm_page_table_test.c,GPL-2.0-only,
1858,linux-master/tools/testing/selftests/kvm/kvm_create_max_vcpus.c,GPL-2.0-only,
1859,linux-master/tools/testing/selftests/kvm/kvm_binary_stats_test.c,GPL-2.0-only,
1860,linux-master/tools/testing/selftests/kvm/hardware_disable_test.c,GPL-2.0-only,
1861,linux-master/tools/testing/selftests/kvm/.gitignore,GPL-2.0-only,
1862,linux-master/tools/testing/selftests/kvm/dirty_log_test.c,GPL-2.0-only,
1863,linux-master/tools/testing/selftests/kvm/dirty_log_perf_test.c,GPL-2.0-only,
1864,linux-master/tools/testing/selftests/kvm/demand_paging_test.c,GPL-2.0-only,
1865,linux-master/tools/testing/selftests/kvm/config,No_license_found,
1866,linux-master/tools/testing/selftests/kvm/access_tracking_perf_test.c,GPL-2.0-only,
1867,linux-master/tools/testing/selftests/kvm/x86_64/xss_msr_test.c,GPL-2.0-only,
1868,linux-master/tools/testing/selftests/kvm/x86_64/xen_vmcall_test.c,GPL-2.0-only,
1869,linux-master/tools/testing/selftests/kvm/x86_64/xen_shinfo_test.c,GPL-2.0-only,
1870,linux-master/tools/testing/selftests/kvm/x86_64/xcr0_cpuid_test.c,GPL-2.0-only,
1871,linux-master/tools/testing/selftests/kvm/x86_64/xapic_state_test.c,GPL-2.0-only,
1872,linux-master/tools/testing/selftests/kvm/x86_64/xapic_ipi_test.c,GPL-2.0-only,
1873,linux-master/tools/testing/selftests/kvm/x86_64/vmx_tsc_adjust_test.c,GPL-2.0-only,
1874,linux-master/tools/testing/selftests/kvm/x86_64/vmx_set_nested_state_test.c,GPL-2.0-only,
1875,linux-master/tools/testing/selftests/kvm/x86_64/vmx_preemption_timer_test.c,GPL-2.0-only,
1876,linux-master/tools/testing/selftests/kvm/x86_64/vmx_pmu_caps_test.c,GPL-2.0-only,
1877,linux-master/tools/testing/selftests/kvm/x86_64/vmx_nested_tsc_scaling_test.c,GPL-2.0-only,
1878,linux-master/tools/testing/selftests/kvm/x86_64/vmx_msrs_test.c,GPL-2.0-only,
1879,linux-master/tools/testing/selftests/kvm/x86_64/vmx_invalid_nested_guest_state.c,GPL-2.0-only,
1880,linux-master/tools/testing/selftests/kvm/x86_64/vmx_exception_with_invalid_guest_state.c,GPL-2.0-only,
1881,linux-master/tools/testing/selftests/kvm/x86_64/vmx_dirty_log_test.c,GPL-2.0-only,
1882,linux-master/tools/testing/selftests/kvm/x86_64/vmx_close_while_nested_test.c,GPL-2.0-only,
1883,linux-master/tools/testing/selftests/kvm/x86_64/vmx_apic_access_test.c,GPL-2.0-only,
1884,linux-master/tools/testing/selftests/kvm/x86_64/userspace_msr_exit_test.c,GPL-2.0-only,
1885,linux-master/tools/testing/selftests/kvm/x86_64/userspace_io_test.c,GPL-2.0-only,
1886,linux-master/tools/testing/selftests/kvm/x86_64/ucna_injection_test.c,GPL-2.0-only,
1887,linux-master/tools/testing/selftests/kvm/x86_64/tsc_scaling_sync.c,GPL-2.0-only,
1888,linux-master/tools/testing/selftests/kvm/x86_64/tsc_msrs_test.c,GPL-2.0-only,
1889,linux-master/tools/testing/selftests/kvm/x86_64/triple_fault_event_test.c,GPL-2.0-only,
1890,linux-master/tools/testing/selftests/kvm/x86_64/sync_regs_test.c,GPL-2.0-only,
1891,linux-master/tools/testing/selftests/kvm/x86_64/svm_vmcall_test.c,GPL-2.0-only,
1892,linux-master/tools/testing/selftests/kvm/x86_64/svm_nested_soft_inject_test.c,GPL-2.0-only,
1893,linux-master/tools/testing/selftests/kvm/x86_64/svm_nested_shutdown_test.c,GPL-2.0-only,
1894,linux-master/tools/testing/selftests/kvm/x86_64/svm_int_ctl_test.c,GPL-2.0-only,
1895,linux-master/tools/testing/selftests/kvm/x86_64/state_test.c,GPL-2.0-only,
1896,linux-master/tools/testing/selftests/kvm/x86_64/smm_test.c,GPL-2.0-only,
1897,linux-master/tools/testing/selftests/kvm/x86_64/smaller_maxphyaddr_emulation_test.c,GPL-2.0-only,
1898,linux-master/tools/testing/selftests/kvm/x86_64/sev_migrate_tests.c,GPL-2.0-only,
1899,linux-master/tools/testing/selftests/kvm/x86_64/set_sregs_test.c,GPL-2.0-only,
1900,linux-master/tools/testing/selftests/kvm/x86_64/set_boot_cpu_id.c,GPL-2.0-only,
1901,linux-master/tools/testing/selftests/kvm/x86_64/recalc_apic_map_test.c,GPL-2.0-only,
1902,linux-master/tools/testing/selftests/kvm/x86_64/pmu_event_filter_test.c,GPL-2.0-only,
1903,linux-master/tools/testing/selftests/kvm/x86_64/platform_info_test.c,GPL-2.0-only,
1904,linux-master/tools/testing/selftests/kvm/x86_64/nx_huge_pages_test.sh,GPL-2.0-only,
1905,linux-master/tools/testing/selftests/kvm/x86_64/nx_huge_pages_test.c,GPL-2.0-only,
1906,linux-master/tools/testing/selftests/kvm/x86_64/nested_exceptions_test.c,GPL-2.0-only,
1907,linux-master/tools/testing/selftests/kvm/x86_64/monitor_mwait_test.c,GPL-2.0-only,
1908,linux-master/tools/testing/selftests/kvm/x86_64/mmio_warning_test.c,GPL-2.0-only,
1909,linux-master/tools/testing/selftests/kvm/x86_64/max_vcpuid_cap_test.c,GPL-2.0-only,
1910,linux-master/tools/testing/selftests/kvm/x86_64/kvm_pv_test.c,GPL-2.0-only,
1911,linux-master/tools/testing/selftests/kvm/x86_64/kvm_clock_test.c,GPL-2.0-only,
1912,linux-master/tools/testing/selftests/kvm/x86_64/hyperv_tlb_flush.c,GPL-2.0-only,
1913,linux-master/tools/testing/selftests/kvm/x86_64/hyperv_svm_test.c,GPL-2.0-only,
1914,linux-master/tools/testing/selftests/kvm/x86_64/hyperv_ipi.c,GPL-2.0-only,
1915,linux-master/tools/testing/selftests/kvm/x86_64/hyperv_features.c,GPL-2.0-only,
1916,linux-master/tools/testing/selftests/kvm/x86_64/hyperv_extended_hypercalls.c,GPL-2.0-only,
1917,linux-master/tools/testing/selftests/kvm/x86_64/hyperv_evmcs.c,GPL-2.0-only,
1918,linux-master/tools/testing/selftests/kvm/x86_64/hyperv_cpuid.c,GPL-2.0-only,
1919,linux-master/tools/testing/selftests/kvm/x86_64/hyperv_clock.c,GPL-2.0-only,
1920,linux-master/tools/testing/selftests/kvm/x86_64/get_msr_index_features.c,GPL-2.0-only,
1921,linux-master/tools/testing/selftests/kvm/x86_64/flds_emulation.h,GPL-2.0-only,
1922,linux-master/tools/testing/selftests/kvm/x86_64/fix_hypercall_test.c,GPL-2.0-only,
1923,linux-master/tools/testing/selftests/kvm/x86_64/exit_on_emulation_failure_test.c,GPL-2.0-only,
1924,linux-master/tools/testing/selftests/kvm/x86_64/debug_regs.c,GPL-2.0-only,
1925,linux-master/tools/testing/selftests/kvm/x86_64/cr4_cpuid_sync_test.c,GPL-2.0-only,
1926,linux-master/tools/testing/selftests/kvm/x86_64/cpuid_test.c,GPL-2.0-only,
1927,linux-master/tools/testing/selftests/kvm/x86_64/amx_test.c,GPL-2.0-only,
1928,linux-master/tools/testing/selftests/kvm/x86_64,,
1929,linux-master/tools/testing/selftests/kvm/s390x/tprot.c,GPL-2.0-or-later,
1930,linux-master/tools/testing/selftests/kvm/s390x/sync_regs_test.c,GPL-2.0-only,
1931,linux-master/tools/testing/selftests/kvm/s390x/resets.c,GPL-2.0-or-later,
1932,linux-master/tools/testing/selftests/kvm/s390x/memop.c,GPL-2.0-or-later,
1933,linux-master/tools/testing/selftests/kvm/s390x,,
1934,linux-master/tools/testing/selftests/kvm/lib/userfaultfd_util.c,GPL-2.0-only,
1935,linux-master/tools/testing/selftests/kvm/lib/ucall_common.c,GPL-2.0-only,
1936,linux-master/tools/testing/selftests/kvm/lib/test_util.c,GPL-2.0-only,
1937,linux-master/tools/testing/selftests/kvm/lib/string_override.c,GPL-2.0-only,
1938,linux-master/tools/testing/selftests/kvm/lib/sparsebit.c,GPL-2.0-only,
1939,linux-master/tools/testing/selftests/kvm/lib/rbtree.c,No_license_found,
1940,linux-master/tools/testing/selftests/kvm/lib/memstress.c,GPL-2.0-only,
1941,linux-master/tools/testing/selftests/kvm/lib/kvm_util.c,GPL-2.0-only,
1942,linux-master/tools/testing/selftests/kvm/lib/io.c,GPL-2.0-only,
1943,linux-master/tools/testing/selftests/kvm/lib/guest_modes.c,GPL-2.0-only,
1944,linux-master/tools/testing/selftests/kvm/lib/elf.c,GPL-2.0-only,
1945,linux-master/tools/testing/selftests/kvm/lib/assert.c,GPL-2.0-only,
1946,linux-master/tools/testing/selftests/kvm/lib/x86_64/vmx.c,GPL-2.0-only,
1947,linux-master/tools/testing/selftests/kvm/lib/x86_64/ucall.c,GPL-2.0-only,
1948,linux-master/tools/testing/selftests/kvm/lib/x86_64/svm.c,GPL-2.0-only,
1949,linux-master/tools/testing/selftests/kvm/lib/x86_64/processor.c,GPL-2.0-only,
1950,linux-master/tools/testing/selftests/kvm/lib/x86_64/memstress.c,GPL-2.0-only,
1951,linux-master/tools/testing/selftests/kvm/lib/x86_64/hyperv.c,GPL-2.0-only,
1952,linux-master/tools/testing/selftests/kvm/lib/x86_64/handlers.S,No_license_found,
1953,linux-master/tools/testing/selftests/kvm/lib/x86_64/apic.c,GPL-2.0-only,
1954,linux-master/tools/testing/selftests/kvm/lib/x86_64,,
1955,linux-master/tools/testing/selftests/kvm/lib/s390x/ucall.c,GPL-2.0-only,
1956,linux-master/tools/testing/selftests/kvm/lib/s390x/processor.c,GPL-2.0-only,
1957,linux-master/tools/testing/selftests/kvm/lib/s390x/diag318_test_handler.c,GPL-2.0-or-later,
1958,linux-master/tools/testing/selftests/kvm/lib/s390x,,
1959,linux-master/tools/testing/selftests/kvm/lib/riscv/ucall.c,GPL-2.0-only,
1960,linux-master/tools/testing/selftests/kvm/lib/riscv/processor.c,GPL-2.0-only,
1961,linux-master/tools/testing/selftests/kvm/lib/riscv,,
1962,linux-master/tools/testing/selftests/kvm/lib/aarch64/vgic.c,GPL-2.0-only,
1963,linux-master/tools/testing/selftests/kvm/lib/aarch64/ucall.c,GPL-2.0-only,
1964,linux-master/tools/testing/selftests/kvm/lib/aarch64/spinlock.c,GPL-2.0-only,
1965,linux-master/tools/testing/selftests/kvm/lib/aarch64/processor.c,GPL-2.0-only,
1966,linux-master/tools/testing/selftests/kvm/lib/aarch64/handlers.S,GPL-2.0-only,
1967,linux-master/tools/testing/selftests/kvm/lib/aarch64/gic_v3.c,GPL-2.0-only,
1968,linux-master/tools/testing/selftests/kvm/lib/aarch64/gic_private.h,GPL-2.0-only,
1969,linux-master/tools/testing/selftests/kvm/lib/aarch64/gic.c,GPL-2.0-only,
1970,linux-master/tools/testing/selftests/kvm/lib/aarch64,,
1971,linux-master/tools/testing/selftests/kvm/lib,,
1972,linux-master/tools/testing/selftests/kvm/include/userfaultfd_util.h,GPL-2.0-only,
1973,linux-master/tools/testing/selftests/kvm/include/ucall_common.h,GPL-2.0-only,
1974,linux-master/tools/testing/selftests/kvm/include/test_util.h,GPL-2.0-only,
1975,linux-master/tools/testing/selftests/kvm/include/sparsebit.h,GPL-2.0-only,
1976,linux-master/tools/testing/selftests/kvm/include/numaif.h,GPL-2.0-only,
1977,linux-master/tools/testing/selftests/kvm/include/memstress.h,GPL-2.0-only,
1978,linux-master/tools/testing/selftests/kvm/include/kvm_util.h,GPL-2.0-only,
1979,linux-master/tools/testing/selftests/kvm/include/kvm_util_base.h,GPL-2.0-only,
1980,linux-master/tools/testing/selftests/kvm/include/guest_modes.h,GPL-2.0-only,
1981,linux-master/tools/testing/selftests/kvm/include/x86_64/vmx.h,GPL-2.0-only,
1982,linux-master/tools/testing/selftests/kvm/include/x86_64/svm_util.h,GPL-2.0-only,
1983,linux-master/tools/testing/selftests/kvm/include/x86_64/svm.h,GPL-2.0-only,
1984,linux-master/tools/testing/selftests/kvm/include/x86_64/processor.h,GPL-2.0-only,
1985,linux-master/tools/testing/selftests/kvm/include/x86_64/mce.h,GPL-2.0-only,
1986,linux-master/tools/testing/selftests/kvm/include/x86_64/hyperv.h,GPL-2.0-only,
1987,linux-master/tools/testing/selftests/kvm/include/x86_64/evmcs.h,GPL-2.0-only,
1988,linux-master/tools/testing/selftests/kvm/include/x86_64/apic.h,GPL-2.0-only,
1989,linux-master/tools/testing/selftests/kvm/include/x86_64,,
1990,linux-master/tools/testing/selftests/kvm/include/s390x/processor.h,GPL-2.0-only,
1991,linux-master/tools/testing/selftests/kvm/include/s390x/diag318_test_handler.h,GPL-2.0-or-later,
1992,linux-master/tools/testing/selftests/kvm/include/s390x,,
1993,linux-master/tools/testing/selftests/kvm/include/riscv/processor.h,GPL-2.0-only,
1994,linux-master/tools/testing/selftests/kvm/include/riscv,,
1995,linux-master/tools/testing/selftests/kvm/include/aarch64/vgic.h,GPL-2.0-only,
1996,linux-master/tools/testing/selftests/kvm/include/aarch64/spinlock.h,GPL-2.0-only,
1997,linux-master/tools/testing/selftests/kvm/include/aarch64/processor.h,GPL-2.0-only,
1998,linux-master/tools/testing/selftests/kvm/include/aarch64/gic_v3.h,GPL-2.0-only,
1999,linux-master/tools/testing/selftests/kvm/include/aarch64/gic.h,GPL-2.0-only,
2000,linux-master/tools/testing/selftests/kvm/include/aarch64/delay.h,GPL-2.0-only,
2001,linux-master/tools/testing/selftests/kvm/include/aarch64/arch_timer.h,GPL-2.0-only,
2002,linux-master/tools/testing/selftests/kvm/include/aarch64,,
2003,linux-master/tools/testing/selftests/kvm/include,,
2004,linux-master/tools/testing/selftests/kvm/aarch64/vgic_irq.c,GPL-2.0-only,
2005,linux-master/tools/testing/selftests/kvm/aarch64/vgic_init.c,GPL-2.0-only,
2006,linux-master/tools/testing/selftests/kvm/aarch64/vcpu_width_config.c,GPL-2.0-only,
